"url","title","stars","reviewers","cost","cost_2","cost_3","kindle","kindle_2","kindle_3"
"https://www.amazon.com.mx/Data-Science-Programming-All-Dummies/dp/1119626110/ref=sr_1_89?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-89","
Data Science Programming All-In-One for Dummies
","5.0 de 5 estrellas","18 calificaciones","$517.20","
$664.80
",null,null,"
$517.20
",null
"https://www.amazon.com.mx/Python-Data-Science-Dummies-Mueller/dp/1119547628/ref=sr_1_88?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-88","
Python for Data Science for Dummies
","4.3 de 5 estrellas","66 calificaciones","$484.75","
$581.60
",null,null,"
$484.75
",null
"https://www.amazon.com.mx/Hands-Introduction-Data-Science/dp/1108472443/ref=sr_1_87?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-87","
A Hands-On Introduction to Data Science
","4.9 de 5 estrellas","29 calificaciones","$999.80","
$898.42
",null,null,"
$999.80
",null
"https://www.amazon.com.mx/Computer-Science-Distilled-Computational-Problems/dp/0997316020/ref=sr_1_86?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-86","
Computer Science Distilled: Learn the Art of Solving Computational Problems
","4.4 de 5 estrellas","490 calificaciones","$577.58","
$289.00
",null,null,"
$577.58
",null
"https://www.amazon.com.mx/Data-para-CEOs-Directores-Marketing/dp/1549960393/ref=sr_1_85?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-85","
Big Data para CEOs y Directores de Marketing: Como dominar Big Data Analytics en 5 semanas para directivos (Spanish Edition)
","4.4 de 5 estrellas","65 calificaciones","$551.40",null,null,null,"
$551.40
",null
"https://www.amazon.com.mx/Science-Strategy-Dummies-Ulrika-Jagare/dp/1119566258/ref=sr_1_84?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-84","
Data Science Strategy for Dummies
","4.4 de 5 estrellas","23 calificaciones","$454.40","
$342.65
",null,null,"
$454.40
",null
"https://www.amazon.com.mx/Data-Science-Wind-Energy-Ding/dp/1138590525/ref=sr_1_83?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-83","
Data Science for Wind Energy
","4.1 de 5 estrellas","6 calificaciones","$2,614.53","
$879.20
",null,null,"
$2,614.53
",null
"https://www.amazon.com.mx/Machine-Learning-Signal-Processing-Computational/dp/0198714939/ref=sr_1_82?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-82","
Machine Learning for Signal Processing: Data Science, Algorithms, and Computational Statistics
","4.1 de 5 estrellas","6 calificaciones","$1,329.80","
$1,208.61
",null,null,"
$1,329.80
",null
"https://www.amazon.com.mx/Graphing-Data-Introduction-John-Hilfiger/dp/1491922613/ref=sr_1_81?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-81","
Graphing Data with R: An Introduction
","4.1 de 5 estrellas","6 calificaciones","$502.57","
$594.18
",null,null,"
$502.57
",null
"https://www.amazon.com.mx/Hands-Data-Analysis-Pandas-visualization-ebook/dp/B08R67H7F5/ref=sr_1_80?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-80","
Hands-On Data Analysis with Pandas - Second Edition: A Python data science handbook for data collection, wrangling, analysis, and visualization (English Edition)
",null,null,null,null,"
$428.63
","
$428.63
","
$428.63
","
$428.63
"
"https://www.amazon.com.mx/gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.eaaaa1d0-6a1f-5f2b-dc09-324236577bcd%26ref_%3Ddvm_src_ret_mx_xx_s&page-type-id=B07WJW47JZ&ref=sr_1_79&keywords=data+science&__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&qid=1619021539&sr=8-79",null,null,null,null,null,null,null,null,null
"https://www.amazon.com.mx/Python-Data-Analysis-Essential-Visualization/dp/1951845137/ref=sr_1_78?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-78","
Python For Data Analysis: A Complete Crash Course on Python for Data Science to Learn Essential Tools and Python Libraries, NumPy, Pandas, Jupyter Notebook, Analysis and Visualization
","2.0 de 5 estrellas","1 calificación","$279.40",null,null,null,"
$279.40
",null
"https://www.amazon.com.mx/Mathematical-Problems-Data-Science-Theoretical-ebook/dp/B019FNX9YQ/ref=sr_1_77?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-77","
Mathematical Problems in Data Science: Theoretical and Practical Methods (English Edition)
",null,null,null,"
$1,722.80
","
$2,163.93
","
$2,163.93
","
$2,163.93
","
$2,163.93
"
"https://www.amazon.com.mx/Getting-Started-Data-Science-Analytics-ebook/dp/B019D322UU/ref=sr_1_76?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-76","
Getting Started with Data Science: Making Sense of Data with Analytics (IBM Press) (English Edition)
","4.4 de 5 estrellas","59 calificaciones",null,null,"
$407.58
","
$407.58
","
$407.58
","
$407.58
"
"https://www.amazon.com.mx/Data-Science-Machine-Learning-Mathematical/dp/1138492531/ref=sr_1_75?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-75","
Data Science and Machine Learning: Mathematical and Statistical Methods
","4.7 de 5 estrellas","18 calificaciones","$1,861.20","
$1,680.00
",null,null,"
$1,861.20
",null
"https://www.amazon.com.mx/Python-Data-Science-Complete-Beginners/dp/191416704X/ref=sr_1_74?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-74","
Python Data Science: The Most Complete Guide for Beginners to Master Data Science with Python Step By Step: 3
",null,null,"$534.60",null,null,null,"
$534.60
",null
"https://www.amazon.com.mx/Learning-SQL-Generate-Manipulate-Retrieve/dp/1492057614/ref=sr_1_144?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-144","
Learning SQL: Generate, Manipulate, and Retrieve Data
","4.6 de 5 estrellas","101 calificaciones","$657.60","
$737.79
",null,null,"
$657.60
",null
"https://www.amazon.com.mx/Doing-Data-Science-Intro-R/dp/1734113707/ref=sr_1_143?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-143","
Doing Data Science: Intro to R: 1
",null,null,null,null,null,null,null,null
"https://www.amazon.com.mx/Practical-Data-Science-Hadoop-Spark/dp/0134024141/ref=sr_1_142?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-142","
Practical Data Science with Hadoop and Spark: Designing and Building Effective Analytics at Scale
","4.7 de 5 estrellas","10 calificaciones","$821.18","
$519.27
",null,null,"
$821.18
",null
"https://www.amazon.com.mx/Python-Bible-Beginner-Intermediate-Learning/dp/B0863R7BZS/ref=sr_1_141?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-141","
The Python Bible 7 in 1: Volumes One To Seven (Beginner, Intermediate, Data Science, Machine Learning, Finance, Neural Networks, Computer Vision)
","4.5 de 5 estrellas","24 calificaciones",null,null,null,null,null,null
"https://www.amazon.com.mx/Weapons-Math-Destruction-Increases-Inequality/dp/0553418831/ref=sr_1_140?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-140","
Weapons of Math Destruction: How Big Data Increases Inequality and Threatens Democracy
","4.5 de 5 estrellas","1,758 calificaciones","$393.56","
$139.00
",null,null,"
$393.56
",null
"https://www.amazon.com.mx/Data-Information-Technology-Governance-Consulting-ebook/dp/B092YV4G81/ref=sr_1_138?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-138","
Data & Information Technology: Data Governance, Marketing Analytics, Information Management and Management Consulting. (English Edition)
",null,null,null,null,"
$77.09
","
$77.09
",null,"
$77.09
"
"https://www.amazon.com.mx/Better-Data-Visualizations-Scholars-Researchers/dp/0231193114/ref=sr_1_139?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-139","
Better Data Visualizations: A Guide for Scholars, Researchers, and Wonks
","4.7 de 5 estrellas","28 calificaciones",null,"
$2,087.47
",null,null,null,null
"https://www.amazon.com.mx/Practical-Statistics-Data-Scientists-Essential/dp/1491952962/ref=sr_1_137?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-137","
Practical Statistics for Data Scientists: 50 Essential Concepts
","4.4 de 5 estrellas","346 calificaciones",null,null,null,null,null,null
"https://www.amazon.com.mx/Fundamentals-Data-Science-Step-Step/dp/1693798921/ref=sr_1_136?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-136","
Fundamentals of Data Science: Take the first Step to Become a Data Scientist: 1
","4.4 de 5 estrellas","4 calificaciones",null,null,null,null,null,null
"https://www.amazon.com.mx/There-Types-People-Extrapolate-Incomplete/dp/1695300343/ref=sr_1_135?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-135","
There Are Two Types of People in the World Those Who Can Extrapolate from Incomplete Data: Computer Data Science Gift For Scientist Dot Grid Notebook
",null,null,"$89.44",null,null,null,"
$89.44
",null
"https://www.amazon.com.mx/There-Types-People-Extrapolate-Incomplete/dp/1695300645/ref=sr_1_134?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-134","
There Are Two Types of People in the World Those Who Can Extrapolate from Incomplete Data: Computer Data Science Gift For Scientist Dot Grid Notebook (120 Page)
",null,null,"$89.06",null,null,null,"
$89.06
",null
"https://www.amazon.com.mx/Math-Machine-Learning-Artificial-Intelligence/dp/172282381X/ref=sr_1_133?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-133","
Math for Machine Learning: Open Doors to Data Science and Artificial Intelligence
","3.7 de 5 estrellas","28 calificaciones","$387.82",null,null,null,"
$387.82
",null
"https://www.amazon.com.mx/Understanding-Statistics-Experimental-Design-Biosciences-ebook/dp/B07WFSMC5S/ref=sr_1_132?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-132","
Understanding Statistics and Experimental Design : How to Not Lie with Statistics (Learning Materials in Biosciences) (English Edition)
","4.5 de 5 estrellas","209 calificaciones",null,null,"
$0.00
","
$0.00
","
$0.00
","
$0.00
"
"https://www.amazon.com.mx/Measuring-Abundance-Estimation-Population-Richness/dp/1784272310/ref=sr_1_130?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-130","
Measuring Abundance: Methods for the Estimation of Population Size and Species Richness
",null,null,"$953.21","
$789.17
",null,null,"
$953.21
",null
"https://www.amazon.com.mx/Practical-Data-Science-Python-Synthesizing/dp/1484248589/ref=sr_1_131?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-131","
Practical Data Science with Python 3: Synthesizing Actionable Insights from Data
","4.4 de 5 estrellas","3 calificaciones","$709.64","
$684.66
",null,null,"
$709.64
",null
"https://www.amazon.com.mx/Innovations-Classification-Science-Information-Systems-ebook/dp/B000V6BNH2/ref=sr_1_129?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-129","
Innovations in Classification, Data Science, and Information Systems: Proceedings of the 27th Annual Conference of the Gesellschaft für Klassifikation ... Knowledge Organization) (English Edition)
",null,null,null,"
$4,003.78
","
$3,139.69
","
$3,139.69
","
$3,139.69
","
$3,139.69
"
"https://www.amazon.com.mx/Essay-Concerning-Humane-Understanding-English-ebook/dp/B092ZSGGJQ/ref=sr_1_127?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-127","
An Essay Concerning Humane Understanding (English Edition)
",null,null,null,null,"
$79.07
","
$79.07
","
$79.07
","
$79.07
"
"https://www.amazon.com.mx/Python-Programming-Analysis-Statistics-Learning/dp/180125527X/ref=sr_1_128?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-128","
Python Programming: This Book Includes: Python for Data Analysis and Science with Big Data Analysis, Statistics and Machine Learning
","3.3 de 5 estrellas","3 calificaciones","$522.91",null,null,null,"
$522.91
",null
"https://www.amazon.com.mx/Data-Will-Not-Betray-You/dp/1695289706/ref=sr_1_126?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-126","
Data It Will Not Betray You: Computer Data Science Gift For Scientist Notebook (120 Page Dot grid)
",null,null,"$89.39",null,null,null,"
$89.39
",null
"https://www.amazon.com.mx/Probability-Statistics-Science-Machine-Learning-ebook/dp/B08L2V4GBG/ref=sr_1_125?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-125","
Probability and Statistics for Data Science & Machine Learning (English Edition)
","4.9 de 5 estrellas","10 calificaciones",null,null,"
$149.99
","
$149.99
","
$149.99
","
$149.99
"
"https://www.amazon.com.mx/Julia-Data-Science-Zacharias-Voulgaris/dp/1634621301/ref=sr_1_124?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-124","
Julia for Data Science
","4.0 de 5 estrellas","10 calificaciones","$621.01","
$621.01
",null,null,"
$621.01
",null
"https://www.amazon.com.mx/Feminism-Assistant-Professor-Visualization-Catherine/dp/0262044005/ref=sr_1_123?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-123","
Data Feminism
","4.9 de 5 estrellas","106 calificaciones","$605.18","
$477.00
",null,null,"
$605.18
",null
"https://www.amazon.com.mx/Art-Statistics-How-Learn-Data/dp/1541618513/ref=sr_1_122?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-122","
The Art of Statistics: How to Learn from Data
","4.6 de 5 estrellas","1,550 calificaciones","$461.38","
$139.00
",null,null,"
$461.38
",null
"https://www.amazon.com.mx/Data-Structures-Algorithm-Analysis-C/dp/048648582X/ref=sr_1_121?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-121","
Data Structures & Algorithm Analysis in C++
","4.3 de 5 estrellas","29 calificaciones","$640.61","
$319.67
",null,null,"
$640.61
",null
"https://www.amazon.com.mx/Data-Action-Using-Public-Good/dp/0262044196/ref=sr_1_192?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021569&sr=8-192","
Data Action: Using Data for Public Good
","4.7 de 5 estrellas","15 calificaciones","$619.80","
$499.00
",null,null,"
$619.80
",null
