url,title,stars,reviewers,cost,cost_2,cost_3,kindle,kindle_2,kindle_3
https://www.amazon.com.mx/Data-Structures-Algorithms-JavaScript-Approaches/dp/1449364934/ref=sr_1_147?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021569&sr=8-147,Data Structures and Algorithms with JavaScript: Bringing Classic Computing Approaches to the Web,3.4,20,770.79,307,0,0,770.79,0
https://www.amazon.com.mx/Machine-Learning-Design-Patterns-Preparation/dp/1098115783/ref=sr_1_177?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021569&sr=8-177,"Machine Learning Design Patterns: Solutions to Common Challenges in Data Preparation, Model Building, and Mlops",4.6,78,763.65,725.36,0,0,763.65,0
https://www.amazon.com.mx/Build-Career-Science-Jacqueline-Nolis/dp/1617296244/ref=sr_1_29?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021523&sr=8-29,Build a Career in Data Science,4.8,34,759.8,0,0,0,759.8,0
https://www.amazon.com.mx/Algorithm-Design-Manual-Steven-Skiena/dp/3030542556/ref=sr_1_98?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-98,The Algorithm Design Manual,4.4,49,753.8,0,0,0,753.8,0
https://www.amazon.com.mx/Categorical-Data-Analysis-Alan-Agresti/dp/0470463635/ref=sr_1_168?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021569&sr=8-168,Categorical Data Analysis: 792,4.7,49,747.12,592.8,0,0,747.12,0
https://www.amazon.com.mx/Introduction-Statistics-Analysis-Using-Stata/dp/1506371833/ref=sr_1_209?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021584&sr=8-209,An Introduction to Statistics and Data Analysis Using Stata(r): From Research Design to Final Report,4.6,19,723.9,288.01,0,0,723.9,0
https://www.amazon.com.mx/Numerical-Python-Scientific-Applications-Matplotlib/dp/1484242459/ref=sr_1_50?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021523&sr=8-50,"Numerical Python: Scientific Computing and Data Science Applications with Numpy, Scipy and Matplotlib",4.5,61,712.6,0,0,0,712.6,0
https://www.amazon.com.mx/Practical-Data-Science-Python-Synthesizing/dp/1484248589/ref=sr_1_131?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-131,Practical Data Science with Python 3: Synthesizing Actionable Insights from Data,4.4,3,709.64,684.66,0,0,709.64,0
https://www.amazon.com.mx/Database-Internals-Deep-Distributed-Systems/dp/1492040347/ref=sr_1_198?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021584&sr=8-198,Database Internals: A Deep Dive Into How Distributed Data Systems Work,4.7,197,701.8,490,0,0,701.8,0
https://www.amazon.com.mx/Science-Projects-Python-Stephen-Klosterman/dp/1838551026/ref=sr_1_65?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-65,Data Science Projects with Python,4.4,66,699.8,689.58,0,0,699.8,0
https://www.amazon.com.mx/Practical-Dataops-Delivering-Agile-Science/dp/1484251032/ref=sr_1_54?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-54,Practical Dataops: Delivering Agile Data Science at Scale,4.2,25,688.69,653.57,0,0,688.69,0
https://www.amazon.com.mx/Practical-Synthetic-Data-Generation-Availability/dp/1492072745/ref=sr_1_256?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021599&sr=8-256,Practical Synthetic Data Generation: Balancing Privacy and the Broad Availability of Data,4.1,12,688,771.48,0,0,688,0
https://www.amazon.com.mx/Python-data-science-step-step/dp/1801121680/ref=sr_1_3?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021523&sr=8-3,Python for data science: The ultimate step-by-step guide to learning python for data science,0,0,679,0,0,0,679,0
https://www.amazon.com.mx/Color-Science-Concepts-Quantitative-Formulae/dp/0471399183/ref=sr_1_186?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021569&sr=8-186,"Color Science: Concepts and Methods, Quantitative Data and Formulae: 40",3.9,7,673.26,0,0,0,673.26,0
https://www.amazon.com.mx/9-Pitfalls-Data-Science/dp/0198844395/ref=sr_1_206?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021584&sr=8-206,The 9 Pitfalls of Data Science,4.1,12,669.8,351.57,0,0,669.8,0
https://www.amazon.com.mx/JavaScript-Data-Science-Maya-Gans/dp/0367426528/ref=sr_1_181?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021569&sr=8-181,JavaScript for Data Science,2,1,668.4,959.2,0,0,668.4,0
https://www.amazon.com.mx/Mining-Social-Web-Facebook-Instagram/dp/1491985046/ref=sr_1_178?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021569&sr=8-178,"Mining the Social Web: Data Mining Facebook, Twitter, Linkedin, Instagram, Github, and More",4.1,30,659.8,614.02,0,0,659.8,0
https://www.amazon.com.mx/Learning-SQL-Generate-Manipulate-Retrieve/dp/1492057614/ref=sr_1_144?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-144,"Learning SQL: Generate, Manipulate, and Retrieve Data",4.6,101,657.6,737.79,0,0,657.6,0
https://www.amazon.com.mx/Data-Visualization-Introduction-Kieran-Healy/dp/0691181624/ref=sr_1_154?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021569&sr=8-154,Data Visualization: A Practical Introduction,4.7,135,654.6,637.42,0,0,654.6,0
https://www.amazon.com.mx/Python-Programming-Hands-Beginners-Learning/dp/1801096996/ref=sr_1_104?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-104,Python: This Book Includes: Learn How To Develop Programs And Apps In 7 Days With Python Programming And Start Deep Hands-on Learning For Beginners of Data Science And Machine Learning.,4.3,47,649,851.81,0,0,649,0
https://www.amazon.com.mx/Storytelling-Data-Cole-Nussbaumer-Knaflic/dp/1119621496/ref=sr_1_106?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-106,Storytelling with Data: Let's Practice!,4.7,336,647.48,582,0,0,647.48,0
https://www.amazon.com.mx/Data-Structures-Algorithm-Analysis-C/dp/048648582X/ref=sr_1_121?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-121,Data Structures & Algorithm Analysis in C++,4.3,29,640.61,319.67,0,0,640.61,0
https://www.amazon.com.mx/Python-Data-Analytics-Pandas-Matplotlib/dp/1484239121/ref=sr_1_164?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021569&sr=8-164,"Python Data Analytics: With Pandas, Numpy, and Matplotlib",4,16,637.64,945.5,0,0,637.64,0
https://www.amazon.com.mx/Hands-Scikit-Learn-Machine-Learning-Applications/dp/1484253728/ref=sr_1_43?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021523&sr=8-43,Hands-On Scikit-Learn for Machine Learning Applications: Data Science Fundamentals with Python,5,1,626.69,714.03,0,0,626.69,0
https://www.amazon.com.mx/Data-Science-Cybersecurity-Cyberthreat-Intelligence/dp/3030387879/ref=sr_1_71?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-71,Data Science in Cybersecurity and Cyberthreat Intelligence: 177,0,0,621.31,30.54,0,0,621.31,0
https://www.amazon.com.mx/Julia-Data-Science-Zacharias-Voulgaris/dp/1634621301/ref=sr_1_124?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-124,Julia for Data Science,4,10,621.01,621.01,0,0,621.01,0
https://www.amazon.com.mx/Data-Action-Using-Public-Good/dp/0262044196/ref=sr_1_192?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021569&sr=8-192,Data Action: Using Data for Public Good,4.7,15,619.8,499,0,0,619.8,0
https://www.amazon.com.mx/Data-Strategy-Profit-Analytics-Internet/dp/074947985X/ref=sr_1_225?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021584&sr=8-225,"Data Strategy: How to Profit from a World of Big Data, Analytics and the Internet of Things",4.2,132,619.76,555.6,0,0,619.76,0
https://www.amazon.com.mx/Data-Science-Wind-Energy-Ding/dp/1138590525/ref=sr_1_83?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021539&sr=8-83,Data Science for Wind Energy,4.1,6,614.53,879.2,0,0,614.53,0
https://www.amazon.com.mx/Feminism-Assistant-Professor-Visualization-Catherine/dp/0262044005/ref=sr_1_123?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-123,Data Feminism,4.9,106,605.18,477,0,0,605.18,0
https://www.amazon.com.mx/Predictive-Analytics-Predicting-Techniques-Statistics/dp/1952191009/ref=sr_1_271?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021599&sr=8-271,"Predictive Analytics: The Secret to Predicting Future Events Using Big Data and Data Science Techniques Such as Data Mining, Predictive Modelling, Statistics, Data Analysis, and Machine Learning",4.6,6,603.38,0,0,0,603.38,0
