url,title,stars,reviewers,cost,cost_2,cost_3,kindle,kindle_2,kindle_3
https://www.amazon.com.mx/Elements-Statistical-Learning-Inference-Prediction/dp/0387848576/ref=sr_1_120?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-120,"The Elements of Statistical Learning: Data Mining, Inference, and Prediction, Second Edition",4.5,667,74.6,455.42,0,0,74.6,0
https://www.amazon.com.mx/Data-Science-Business-Data-Analytic-Thinking-ebook/dp/B00E6EQ3X4/ref=sr_1_2?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021523&sr=8-2,Data Science for Business: What You Need to Know about Data Mining and Data-Analytic Thinking (English Edition),4.5,662,0,47.06,288,288,288,288
https://www.amazon.com.mx/Python-Data-Science-Handbook-Essential/dp/1491912057/ref=sr_1_4?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021523&sr=8-4,Python Data Science Handbook: Essential Tools for Working with Data,4.5,408,34.4,327,0,0,34.4,0
https://www.amazon.com.mx/Data-Science-Scratch-Principles-Python/dp/1492041130/ref=sr_1_1?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021523&sr=8-1,Data Science from Scratch: First Principles with Python,4.5,395,784.87,490,0,0,784.87,0
https://www.amazon.com.mx/Introduction-Machine-Learning-Python-Scientists/dp/1449369413/ref=sr_1_281?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021599&sr=8-281,Introduction to Machine Learning with Python: A Guide for Data Scientists,4.5,340,238.72,384,0,0,238.72,0
https://www.amazon.com.mx/Structures-Assistant-Professor-Department-Computer/dp/0198099304/ref=sr_1_275?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021599&sr=8-275,Data Structures Using C,4.5,280,412.8,0,0,0,412.8,0
https://www.amazon.com.mx/Spark-Definitive-Guide-Processing-Simple/dp/1491912219/ref=sr_1_268?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021599&sr=8-268,Spark: The Definitive Guide: Big Data Processing Made Simple,4.5,272,256.51,745.53,0,0,256.51,0
https://www.amazon.com.mx/Model-Thinker-What-Need-Know/dp/0465094627/ref=sr_1_26?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021523&sr=8-26,The Model Thinker: What You Need to Know to Make Data Work for You,4.5,269,401.4,301.45,0,0,401.4,0
https://www.amazon.com.mx/Understanding-Statistics-Experimental-Design-Biosciences-ebook/dp/B07WFSMC5S/ref=sr_1_132?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021554&sr=8-132,Understanding Statistics and Experimental Design : How to Not Lie with Statistics (Learning Materials in Biosciences) (English Edition),4.5,209,0,0,0,0,0,0
https://www.amazon.com.mx/Kafka-Definitive-Real-Time-Stream-Processing/dp/1491936169/ref=sr_1_254?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021599&sr=8-254,Kafka: The Definitive Guide: Real-Time Data and Stream Processing at Scale,4.5,179,137.91,327,0,0,137.91,0
https://www.amazon.com.mx/Practical-Statistics-Data-Scientists-Essential/dp/149207294X/ref=sr_1_13?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021523&sr=8-13,Practical Statistics for Data Scientists: 50+ Essential Concepts Using R and Python,4.5,169,829.6,490,0,0,829.6,0
https://www.amazon.com.mx/Deep-Learning-Illustrated-Interactive-Intelligence/dp/0135116694/ref=sr_1_249?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021599&sr=8-249,"Deep Learning Illustrated: A Visual, Interactive Guide to Artificial Intelligence",4.5,120,899.8,636,0,0,899.8,0
https://www.amazon.com.mx/Fundamentals-Data-Visualization-Informative-Compelling/dp/1492031089/ref=sr_1_278?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021599&sr=8-278,Fundamentals of Data Visualization: A Primer on Making Informative and Compelling Figures,4.5,105,872.6,610.8,0,0,872.6,0
https://www.amazon.com.mx/Machine-Learning-Pocket-Reference-Structured/dp/1492047546/ref=sr_1_286?__mk_es_MX=%C3%85M%C3%85%C5%BD%C3%95%C3%91&dchild=1&keywords=data+science&qid=1619021599&sr=8-286,Machine Learning Pocket Reference: Working with Structured Data in Python,4.5,103,515.18,245.05,0,0,515.18,0
